date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:47	19727/19727	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-4d0f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:47	60013/60013	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-ea6d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:47	19411/19411	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-4bd3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:48	48421/48421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-bd25%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:48	11396/11396	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-2c84%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:48	35019/35019	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-c651%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:48	176853/176853	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-2b2d5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartjs.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartjs.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:48	238120/238120	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-3a5c9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/world.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/world.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:49	19520/19520	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262c31d72-4c40%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/adminka/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:50	31810/31810	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-7c42%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=3.0.5	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min1bb8.js	(from https://demos.creative-tim.com/material-dashboard-pro/)
15:12:50	18516/18516	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262a89bc8-4854%22	https://demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.eot	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.eot	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/nucleo-icons.css)
15:12:51	8580/8580	---M--	200	added ('OK')	font/woff2	etag:%2262a89bc8-2184%22	https://demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.woff2	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.woff2	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/nucleo-icons.css)
15:12:52	10220/10220	---M--	200	added ('OK')	font/woff	etag:%2262a89bc8-27ec%22	https://demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.woff	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.woff	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/nucleo-icons.css)
15:12:52	18292/18292	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262a89bc8-4774%22	https://demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.ttf	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.ttf	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/nucleo-icons.css)
15:12:53	126098/126098	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-1ec92%22	https://demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/fonts/nucleo-icons.svg	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/nucleo-icons.css)
15:12:54	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:03%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/css/images/layers.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/css/images/layers.png	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/material-dashboard.min.css?v=3.0.5)
15:12:54	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:03%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/css/images/layers-2x.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/css/images/layers-2x.png	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/material-dashboard.min.css?v=3.0.5)
15:12:55	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:04%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/css/images/marker-icon.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/css/images/marker-icon.png	(from https://demos.creative-tim.com/material-dashboard-pro/assets/css/material-dashboard.min.css?v=3.0.5)
15:12:55	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:04%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-1-min.jpg%22	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-1-min.jpg_	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/analytics.html)
15:12:55	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:04%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-2-min.jpg%22	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-2-min.jpg_	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/analytics.html)
15:12:56	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:05%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-3-min.jpg%22	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/dashboards/assets/img/products/product-3-min.jpg_	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/analytics.html)
15:12:56	26773/26773	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-68a1%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bruce-mars.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/bruce-mars.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:56	21187/21187	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-52c3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/kal-visuals-square.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/kal-visuals-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:57	25321/25321	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-62ed%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/marie.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/marie.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:57	21720/21720	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-54d8%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/ivana-square.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/ivana-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:57	14489/14489	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-3899%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/team-4.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:58	27795/27795	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-6c93%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/team-1.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/team-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:58	23880/23880	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-5d48%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/team-2.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/team-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:58	912748/912748	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-e4cf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-1.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:12:59	1059822/1059822	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-109a23%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-2.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:13:00	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262bd86d6-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:13:00	1133348/1133348	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-11b121%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-3.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/home-decor-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/overview.html)
15:13:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Jul%202022%2011:14:10%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/account/settings.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/examples/pages/account/settings.6d.delayed	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Jul%202022%2011:14:10%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/account/billing.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/examples/pages/account/billing.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Jul%202022%2011:14:10%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/account/invoice.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/examples/pages/account/invoice.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Jul%202022%2011:14:10%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/account/security.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/examples/pages/account/security.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:01	3198/3198	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-c7e%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-slack.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-slack.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:02	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:11%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/javascript	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/pages/account/javascript	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:02	1936/1936	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-790%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-spotify.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-spotify.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:03	1812/1812	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-714%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-atlassian.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-atlassian.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:03	1781/1781	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-6f5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-asana.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-asana.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:04	73784/73784	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-12038%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/choices.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/choices.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/settings.html)
15:13:05	558/558	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-22e%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow-white.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow-white.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:05	1100/1100	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-44c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow-dark.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow-dark.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:05	1099/1099	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-44b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/down-arrow.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:06	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:15%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/ecommerce/overview.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/ecommerce/overview.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:06	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:15%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/pages/orders/details.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/pages/orders/details.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:06	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:15%20GMT	https://demos.creative-tim.com/material-dashboard-pro/pages/about-us.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/pages/about-us.html	(from https://demos.creative-tim.com/material-dashboard-pro/pages/authentication/signin/basic.html)
15:13:06	24747/24747	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-60ab%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/team-5.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/team-5.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/discover.html)
15:13:07	21257/21257	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-5309%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/ivana-squares.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/ivana-squares.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/discover.html)
15:13:08	2577/2577	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-a11%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-invision.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-invision.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/discover.html)
15:13:09	810051/810051	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:17%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/team-9.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/team-9.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/discover.html)
15:13:09	1200/1200	---M--	200	added ('OK')	image/png	etag:%2262a89bc8-4e5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/icons/flags/AU.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/icons/flags/AU.png	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:09	60485/60485	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:18%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/blue-shoe.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/blue-shoe.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:09	54206/54206	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:18%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/black-mug.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/black-mug.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:10	43065/43065	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:19%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/black-chair.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/black-chair.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:10	102904/102904	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:19%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/bang-sound.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/bang-sound.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:10	193820/193820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202022%2011:14:19%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/photo-tools.jpg	C:/My%20Web%20Sites/adminka/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/photo-tools.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/sales.html)
15:13:10	288185/288185	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-465b9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/shapes/waves-white.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/shapes/waves-white.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:11	110646/110646	---M--	200	added ('OK')	image/png	etag:%2262a89bc8-1b036%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/tesla-model-s.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/tesla-model-s.png	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:11	91989/91989	---M--	200	added ('OK')	image/png	etag:%2262a89bc8-17a84%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:11	13688/13688	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-3be3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/drake.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/drake.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:11	141753/141753	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-22a52%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/leaflet.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/leaflet.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:12	23458/23458	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-5ba2%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/automotive.html)
15:13:13	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2011:14:22%20GMT	https://demos.creative-tim.com/material-dashboard-pro/assets/img/nastuh.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/nastuh.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/smart-home.html)
15:13:13	78202/78202	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-1317a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/office-dark.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/office-dark.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/smart-home.html)
15:13:13	690939/690939	---M--	200	added ('OK')	image/jpeg	etag:%2262a89bc8-bb2ad%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-smart-home-1.jpg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-smart-home-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/smart-home.html)
15:13:13	4679/4679	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-1247%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/countup.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/countup.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/smart-home.html)
15:13:13	36251/36251	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-8d9b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/round-slider.min.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/round-slider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/dashboards/smart-home.html)
15:13:14	3072/3072	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262a89bc8-c00%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-xd.svg	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/img/small-logos/logo-xd.svg	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/profile/projects.html)
15:13:15	0/-1	---M--	301	error ('')			https://demos.creative-tim.com/material-dashboard-pro/examples/pages/account/settings.html	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/examples/pages/account/settings.95.delayed	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/account/billing.html)
15:13:15	2582/2582	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a89bc8-eff%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/multistep-form.js	C:/My%20Web%20Sites/adminka/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/multistep-form.js	(from https://demos.creative-tim.com/material-dashboard-pro/pages/pages/users/new-user.html)
